obs_idx,group_name,group_idx,country_name,country_idx,female,age,GROUP,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11P1,Q11P2,Q11P3,Q11P4,Q11P5,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29P1,Q29P2,Q29P3,Q29P4,Q29P5,Q29P6,Q29P7,Q29P8,Q30,Q31,Q32,Q33P1,Q33P2,Q33P3,Q33P4,Q33P5,Q34,Q35P1,Q35P2,Q35P3,Q35P4,Q35P5,Q35P6,Q36,Q37P1,Q37P2,Q37P3,Q37P4,Q37P5,Q37P6,Q37P7,Q37P8,Q37P9,Q37P10,Q37P11,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50P1,Q50P2,Q50P3,Q50P4,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66P1,Q66P2,Q66P3,Q66P4,Q66P5,Q67,Q68,Q69,Q70P1,Q70P2,Q70P3,Q71,Q72,Q73P1,Q73P2,Q73P3,Q73P4,Q73P5,Q74P1,Q74P2,Q74P3,Q74P4,Q75,Q76,Q77,Q78,Q79P1,Q79P2,Q79P3,Q79P4,Q79P5,Q79P6,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,supp_islam_mov,relg_awakening,pol_islam,pol_islam_binary,quran_freq,ref_relg_freq,personal_islam,sharia_sociolife,sharia_crim_civ,relg_study,social_islam,sep_relg_politics,priv_relg,opp_pol_relg,per_id,nation_id,pol_efficacy,pol_active,be_pol_active,polpart_shura,uni,student,unemployed,finan_satis,gov_ignore_ppl,offic_selfinterest,obey_lead,caliphate,over40,coop,west_values_corrupt,censor_west,west_reason_underdev,muslim_brotherhood,islamist,arab_nationalism,socialism,liberalism,income,us_me_policies,us_relation,arab_israel_sol,life_security,newspaper_freq,rev_sep_relg_politics,rev_priv_relg,pol_islam0,persocio_islam0,pol_act0,att_us0,critic_gov0,neg_west0
670,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,SECONDARY SCHOOL,20-29,MARRIED,HOMEMAKING,NA,181200 801900 701800,K-MAIDAN HAWALLI,APARTMENT,165,r2,r3,r4,r1,NA,NO,YES,YES,YES,AGREE,NO,AGREE,YES,YES,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,r2,r4,r5,r8,r3,r1,r7,r6,STRONGLY AGREE,YES-IF INTP MOD NEED,SOMETIMES,r1,r3,r5,r4,r2,1 AS STIPUL IN ISLAM,r4,r3,r5,r1,r2,r6,ALWAYS,r1,r8,r2,r5,r11,r3,r9,r10,r6,r4,r7,DO NOT AGREE,DO NOT AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r4,r3,r1,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,STRONGLY AGREE,YES,ARAB NATIONALISM,YES,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,E-ISLAM K-P EDUCAT,DAILY,CONTRDICT CUS&TRAD,r1,r2,r3,r5,r4,NO,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-QUTB K-SH P-ASSAD,E-GHAD K-QUTB P-GHAD,LES THAN PREVOUS YRS,NO,r2,r5,r1,r3,r4,r1,r3,r2,r4,AGREE,MILITARY MEANS,SOMETIMES,YES,r5,r3,r6,r4,r2,r1,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-SDTE K-O/E P-PLO,P-OP-ENDED,1,4,2.5,0,4,3,3.5,2,4,4,3.3333333333333335,1,1,1,arab,mediterr|gulf|sham com,0,0,1,1,0,0,0,3,4,3,0,1,0,arab unity,4,3,3,0,0,1,0,0,8,1,1,0,3,5,4,4,3.25,3.4,2,1,3.5,3.3333333333333335
671,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,POST SECONDARY SCHL,20-29,NEVER MARRIED,EMPLOYED,TEACHING&RELATE PROF,6180 201300 101200,K-MAIDAN HAWALLI,APARTMENT,97,r1,r3,r2,r5,r4,NO,NO,NO,YES,AGREE,YES,AGREE,YES,YES,AGREE,NO,AGREE,YES,AGREE,DO NOT KNOW,DO NOT AGREE,DO NOT AGREE,r4,r6,r1,r8,r5,r2,r7,r3,STRONGLY AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,r6,r4,r5,r1,r2,r3,SOMETIMES,r6,r10,r4,r2,r8,r7,r11,r5,r3,r1,r9,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,UNCERTAIN,ALWAYS,AGREE,AGREE,NEVER,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r2,r3,WOMEN RGHT DIVORCE,SOMEWHAT WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN CUS&TRAD,DAILY,CONTRDICT CUS&TRAD,r1,r2,r4,r3,r5,YES,YES,IN FAVOR OF,NA,NA,NA,VERY LOW,UNCERTAIN,r1,NA,r3,r2,NA,r1,r3,r2,r4,DO NOT KNOW,MILITARY MEANS,ALWAYS,DO NOT KNOW,r5,r3,r6,r1,r4,r2,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,DO NOT AGREE,AGREE,AGREE,AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-AHAL K-TALI P-SKRA,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,2,4,3,1,3,3,3,4,4,4,4,1,1,1,national,islamic world,0,0,1,1,0,0,0,3,4,3,1,1,0,islamic unity,4,3,3,0,0,1,0,0,2,1,3,0,4,5,4,4,3.5,3.6,2,2,3.5,3.3333333333333335
672,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,INTERMEDIATE SCHL,20-29,MARRIED,HOMEMAKING,NA,6180 201300 101200,K-NUGRA,APARTMENT,80,r2,r1,r3,r4,r5,YES,YES,NO,YES,AGREE,NO,AGREE,YES,NO,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,AGREE,AGREE,AGREE,r4,r7,r3,r8,r5,r1,r6,r2,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r2,r3,r4,r5,r1,4 AS STIPUL IN ISLAM,r3,r4,r6,r1,r2,r5,ALWAYS,r2,r9,r3,r4,r11,r6,r5,r7,r1,r8,r10,SOMEWHAT AGREE,DO NOT AGREE,SOMEWHAT AGREE,NO,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT AGREE,DAILY,MAJLES SHURA,YES,AGREE,r4,r3,r1,r2,MEN RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,STRONGLY AGREE,CHANGE IN CUS&TRAD,DAILY,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAMAL ABDUL NASSER,NA,NA,STRONGER,NO,r1,r2,r4,r3,r5,r1,r2,r3,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,YES,r4,r6,r5,r3,r1,r2,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,NO,UNCERTAIN,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,NA,1,NA,1,0,4,4,4,2,4,4,3.3333333333333335,3,4,3.5,muslim,mediterr|gulf|sham com,0,0,0,1,0,0,0,3,2,1,1,1,0,islamic unity,4,3,3,0,0,1,0,0,2,1,1,1,4,5,2,1,1.3333333333333333,3.6,1,1,1.5,3.3333333333333335
673,Palestinian,3,Kuwait,1,1,LESS THAN 20,PALESTINIANS,FEMALE,POST SECONDARY SCHL,LESS THAN 20,NEVER MARRIED,STUDENT,NA,6180 201300 101200,K-MAIDAN HAWALLI,APARTMENT,106,r3,r1,r4,r2,r5,NO,DO NOT KNOW,NO,NO,AGREE,NO,AGREE,YES,YES,AGREE,NO,AGREE,DO NOT KNOW,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r4,r7,r1,r6,r2,r5,r8,r3,SOMEWHAT AGREE,SOMEWHAT AGREE,SOMETIMES,r2,r3,r5,r4,r1,LEGITIMATE REASON,r4,r5,NA,r1,r2,r3,SOMETIMES,r4,NA,r7,r1,r6,r2,r10,r5,r3,r8,r9,DO NOT AGREE,DO NOT KNOW,SOMEWHAT AGREE,NO,DO NOT KNOW,ALWAYS,DO NOT KNOW,AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,PREFER STATUS QUO,SEVERAL TIMES A WEEK,K-P NECESTY E-PROB M,r2,r1,r3,r4,r5,DO NOT KNOW,YES,DO NOT KNOW,E-ZAGH K-GHAD P-SH,E&P ARAFAT K-ASAB,E-GHAD K-QUTB P-GHAD,VERY LOW,NO,r2,r5,r1,r3,r4,r1,r3,r2,r4,DO NOT AGREE,ISRAEL-PLO TALKS,ALWAYS,DO NOT KNOW,r4,r1,r2,r6,r3,r5,NA,DO NOT KNOW,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,DO NOT KNOW,PARTLY YES,UNCERTAIN,E-CPRP K-PPRP P-EPS,YES,E-K-P POL MAG,AGREE,AGREE,AGREE,DO NOT KNOW,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT INSECURE,E-OPENDED K-P 1970S,E-SDTE K-O/E P-PLO,NA,1,2,1.5,0,3,3,3,3,1,3,2.3333333333333335,1,1,1,muslim,islamic world,1,1,1,1,0,1,0,2,2,2,0,0,0,islamic unity,4,3,2,0,0,1,0,0,2,1,1,1,2,4,4,4,2.75,2.6,3,1,2,3
674,Palestinian,3,Kuwait,1,0,LESS THAN 20,PALESTINIANS,MALE,POST SECONDARY SCHL,LESS THAN 20,NEVER MARRIED,EMPLOYED,BUSINESS,6180 201300 101200,K-NUGRA,APARTMENT,165,r2,r1,r4,r3,r5,NO,NO,YES,YES,AGREE,YES,AGREE,YES,NO,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,DO NOT KNOW,DO NOT AGREE,AGREE,r2,r6,r1,r8,r3,r4,r7,r5,STRONGLY AGREE,STRONGLY AGREE,SOMETIMES,r2,r3,r5,r4,r1,LEGAL PUNISHMENT,r3,r4,r6,r1,r2,r5,SOMETIMES,r8,r1,r6,r7,r2,NA,r9,r4,r10,r5,r3,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,DO NOT KNOW,RARELY,AGREE,DO NOT AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN CUS&TRAD,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r3,r5,NO,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,E-GHAD K-QUTB P-GHAD,VERY LOW,NO,r3,r5,r4,r2,r1,r1,r2,r3,r4,DO NOT AGREE,MILITARY MEANS,RARELY,NO,r6,r1,r5,r4,r3,r2,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,NO,E-WOM/SR K-P MT ONE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,NOT RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT INSECURE,NA,K-O/E P-ISM LEADRSHP,NA,1,2,1.5,0,3,3,3,4,4,4,4,1,1,1,muslim,islamic world,0,0,0,1,0,0,0,3,4,3,0,1,0,islamic unity,4,3,1,0,0,1,0,0,2,1,1,0,2,5,4,4,2.75,3.6,1,1,3.5,2.6666666666666665
675,Palestinian,3,Kuwait,1,1,30-39,PALESTINIANS,FEMALE,POST SECONDARY SCHL,30-39,MARRIED,EMPLOYED,CLERICAL PROF,101120 401500 301400,E-ALGALA K-FAHAHEEL,APARTMENT,140,r2,r1,r4,r3,r5,NO,NO,NO,DO NOT KNOW,AGREE,YES,DO NOT AGREE,YES,YES,DO NOT AGREE,NO,DO NOT AGREE,YES,AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,r6,r8,r4,r7,r1,r3,r5,r2,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r1,NA,r4,r3,r2,SEPAR RIGHT FR WOMEN,NA,r4,NA,r1,r2,r3,SOMETIMES,r4,r10,r7,r2,r9,NA,r8,r3,r5,r6,r1,DO NOT AGREE,DO NOT AGREE,SOMEWHAT AGREE,NO,STRONGLY AGREE,ALWAYS,DO NOT KNOW,AGREE,RARELY,D/N KNOW MEAN OF PAR,NO,DO NOT AGREE,NA,NA,NA,r1,WOMEN RGHT DIVORCE,GETTING WORSE,STRONGLY AGREE,YES,SOCIALISM,NO,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,CHANGE IN CUS&TRAD,DAILY,K-P NECESTY E-PROB M,r1,NA,NA,NA,NA,NO,NO,IN FAVOR OF,JAMAL ABDUL NASSER,NA,NA,VERY LOW,UNCERTAIN,r2,NA,NA,r1,NA,NA,r1,NA,NA,DO NOT AGREE,NA,SOMETIMES,NO,NA,NA,NA,NA,NA,r1,ARAB-SOCIALISM(NATI),DO NOT KNOW,DO NOT KNOW,DO NOT AGREE,DO NOT KNOW,NA,DO NOT AGREE,NO,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,NO,E-BUSS/YTH K-P F&A M,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,K-O/E P-NO ONE,NA,2,4,3,1,3,4,3.5,2,2,4,2.6666666666666665,1,1,1,muslim,arab world,1,0,0,0,0,0,0,2,4,2,0,1,0,arab unity,4,1,2,0,0,0,1,0,4,1,3,NA,3,5,4,4,3.5,3,1,2,3,2.3333333333333335
676,Palestinian,3,Kuwait,1,0,40 & OVER,PALESTINIANS,MALE,INTERMEDIATE SCHL,40 & OVER,MARRIED,EMPLOYED,TEC PROFSSIONS,81100 301400 201300,K-ABU HALIFA,APARTMENT,110,NA,NA,NA,NA,r1,YES,YES,NO,DO NOT KNOW,AGREE,NO,DO NOT KNOW,NO,NO,DO NOT AGREE,NO,AGREE,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,AGREE,r1,r4,r3,r8,r7,r2,r5,r6,STRONGLY AGREE,SOMEWHAT AGREE,ALWAYS,r2,r1,r4,r5,r3,4 AS STIPUL IN ISLAM,r4,r3,NA,r2,r1,NA,SOMETIMES,NA,NA,NA,NA,r1,NA,NA,NA,NA,NA,NA,UNCERTAIN,AGREE,SOMEWHAT AGREE,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT AGREE,DAILY,MAJLES SHURA,YES,DO NOT AGREE,r4,r3,r2,r1,MEN RGHT DIV B-ISLAM,GETTING BETTER,UNCERTAIN,YES,ARAB NATIONALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,SOMEWHAT AGREE,PREFER STATUS QUO,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r1,r2,r3,r5,r4,YES,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,E&P ARAFAT K-ASAB,E-KISM K-JSAB P-KHUS,STRONGER,UNCERTAIN,r2,NA,r3,r1,NA,r1,r2,NA,NA,DO NOT KNOW,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,NA,NA,NA,NA,NA,r1,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,PARTLY YES,UNCERTAIN,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,DO NOT KNOW,AGREE,DO NOT KNOW,LESS RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1960S,E-SDTE K-O/E P-PLO,NA,2,4,3,1,3,4,3.5,3,2,4,3,2,3,2.5,mediterr|khaleji|jord,arab world,0,1,0,1,0,0,0,3,2,2,1,0,1,afr|gulf|jord,2,3,3,0,0,1,0,0,3,2,3,1,4,4,3,2,2.75,3.2,2,2.5,2,2.6666666666666665
677,Palestinian,3,Kuwait,1,1,20-29,PALESTINIANS,FEMALE,POST SECONDARY SCHL,20-29,NEVER MARRIED,UNEMPLOYED,NA,NA,K-HAWALLI,APARTMENT,100,r3,r1,r2,r4,r5,NO,NO,NO,NA,AGREE,NO,AGREE,NO,DO NOT KNOW,DO NOT KNOW,NO,AGREE,YES,DO NOT KNOW,AGREE,DO NOT AGREE,DO NOT KNOW,r5,r6,r1,r8,r4,r7,r2,r3,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r4,r5,r1,SEPAR RIGHT FR WOMEN,r5,r4,r6,r1,r2,r3,ALWAYS,r5,r9,r6,r2,r8,r4,r10,r7,r3,r1,r11,UNCERTAIN,DO NOT KNOW,DO NOT KNOW,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,DO NOT KNOW,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r2,r1,r3,WOMEN RGHT DIVORCE,SOMEWHAT WORSE,SOMEWHAT AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,DO NOT AGREE,CHANGE IN FAMILY REL,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r2,r1,r4,r5,r3,YES,YES,DO NOT KNOW,E-ALI K-MSAB P-JSAB,E-ZAGH K-GHAD P-SH,E&P ARAFAT K-ASAB,STRONGER,UNCERTAIN,r1,r5,r3,r2,r4,r1,r3,r2,r4,DO NOT AGREE,MILITARY MEANS,ALWAYS,YES,r6,r5,r1,r2,r4,r3,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,PARTLY YES,UNCERTAIN,E-CPRP K-PPRP P-EPS,NO,E-AHAL K-TALI P-SKRA,DO NOT KNOW,AGREE,AGREE,AGREE,DO NOT KNOW,LESS RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1950S,E-SDTE K-O/E P-PLO,P-OPENDED,2,2,2,0,4,4,4,4,NA,4,4,2,1,1.5,muslim,mediterr|gulf|sham com,0,1,0,1,0,0,1,3,2,2,1,1,0,islamic unity,3,3,3,0,0,1,0,0,NA,2,2,0,4,4,3,4,2.75,4,2,2,2,3
678,Palestinian,3,Kuwait,1,0,20-29,PALESTINIANS,MALE,SECONDARY SCHOOL,20-29,NEVER MARRIED,UNEMPLOYED,TEC PROFSSIONS,101120 401500 301400,K-HAWALLI,K GOVTH E ROM P ANNX,NA,r4,r2,r1,r3,r5,NO,NO,NO,YES,AGREE,NO,AGREE,NO,NO,AGREE,YES,AGREE,NO,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,r4,r6,r1,r8,r2,r5,r7,r3,SOMEWHAT AGREE,STRONGLY AGREE,SOMETIMES,r1,r3,r4,r5,r2,4 AS STIPUL IN ISLAM,r3,NA,r5,r1,r2,r4,SOMETIMES,r6,r11,r2,r5,r10,r3,r7,r8,r1,r4,r9,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,MEN RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,K-P NOTHING,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,DO NOT KNOW,YES,DO NOT KNOW,E-ALI K-MSAB P-JSAB,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,ABOUT THE SAME,SOMEWHAT,r1,r3,r4,r2,r5,r1,r2,r3,r4,AGREE,MILITARY MEANS,SOMETIMES,DO NOT KNOW,r5,r3,r6,r1,r4,r2,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT KNOW,PARTLY YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-K-P POL MAG,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,P-OPENDED,3,2,2.5,0,3,3,3,4,4,3,3.6666666666666665,1,1,1,familial|tribal|local,islamic world,0,1,1,1,0,0,1,2,4,3,0,0,0,arab unity,4,3,1,0,0,1,0,0,4,1,1,0,3,4,4,4,3.25,3.4,3,1,3.5,2.6666666666666665
679,Palestinian,3,Kuwait,1,0,30-39,PALESTINIANS,MALE,SECONDARY SCHOOL,30-39,MARRIED,EMPLOYED,CLERICAL PROF,81100 301400 201300,K-FUNTAS,APARTMENT,150,r1,NA,NA,NA,NA,YES,YES,NO,YES,AGREE,NO,AGREE,YES,NO,DO NOT AGREE,YES,AGREE,YES,DO NOT AGREE,DO NOT KNOW,DO NOT KNOW,AGREE,r1,NA,NA,NA,NA,NA,NA,NA,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r1,NA,NA,NA,NA,SEPAR RIGHT FR WOMEN,NA,NA,NA,r1,NA,NA,ALWAYS,NA,NA,NA,r4,NA,NA,NA,r5,r1,r2,r3,UNCERTAIN,DO NOT AGREE,SOMEWHAT AGREE,NO,UNCERTAIN,ALWAYS,AGREE,DO NOT AGREE,DAILY,PARLM W/O POL PARTIS,YES,DO NOT AGREE,NA,r3,r1,r2,WOMEN RGHT DIVORCE,SOMEWHAT BETTER,STRONGLY AGREE,DO NOT KNOW,ARAB NATIONALISM,YES,NA,DO NOT AGREE,DO NOT AGREE,DO NOT KNOW,AGREE,STRONGLY AGREE,CHANGE IN RELG BELIF,DAILY,CONTRDICT ISLM TEACH,NA,r1,NA,NA,NA,YES,YES,IN FAVOR OF,E-GHAD K-QUTB P-GHAD,NA,NA,LES THAN PREVOUS YRS,YES,r1,NA,NA,NA,NA,r1,NA,NA,NA,DO NOT AGREE,ISRAEL-PLO TALKS,ALWAYS,DO NOT KNOW,NA,NA,NA,NA,NA,r1,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT KNOW,NO,SOMEWHAT AGREE,E-CPRP K-PPRP P-EPS,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,AGREE,AGREE,AGREE,VERY RELIGIOUS,FINAN BETTER THN MST,VERY INSECURE,E-OPENDED K-P 1950S,E-NSSE K-O/E P-ISMC,NA,4,4,4,1,4,4,4,2,4,4,3.3333333333333335,2,4,3,national,mediterr|gulf|sham com,0,0,0,0,0,0,0,4,3,1,0,1,0,arab unity,4,3,3,0,0,1,0,0,3,1,1,1,1,5,3,1,3,3.6,1,1,2,3.3333333333333335
680,Palestinian,3,Kuwait,1,0,20-29,PALESTINIANS,MALE,POST SECONDARY SCHL,20-29,MARRIED,EMPLOYED,TEC PROFSSIONS,81100 301400 201300,K-KHEETAN,APARTMENT,135,r4,r2,r1,r3,r5,YES,DO NOT KNOW,NO,YES,AGREE,NO,AGREE,NO,NO,AGREE,NO,AGREE,NO,DO NOT AGREE,AGREE,AGREE,AGREE,r5,r6,r4,r8,r1,r2,r7,r3,SOMEWHAT AGREE,YES-IF INTP MOD NEED,RARELY,r1,r2,r4,r5,r3,LEGAL PUNISHMENT,r5,r4,r6,r3,r1,r2,RARELY,r3,r9,r7,r6,r4,r10,r11,r5,r2,r1,r8,SOMEWHAT AGREE,AGREE,STRONGLY AGREE,NO,SOMEWHAT AGREE,SOMETIMES,AGREE,DO NOT AGREE,SOMETIMES,PARLM W POL PARTIES,YES,DO NOT AGREE,r4,r1,r2,r3,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,LIBERALISM,YES,AGREE,AGREE,AGREE,AGREE,AGREE,STRONGLY AGREE,K-P NOTHING,SEVERAL TIMES A WEEK,CONTRDICT ISLM TEACH,r3,r1,r5,r4,r2,NO,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E-ZAGH K-GHAD P-SH,KING FAISAL ALSUAD,ABOUT THE SAME,NO,r2,r5,r3,r1,r4,r1,r2,r3,r4,AGREE,ARAB-ISLAMIC UNITY,RARELY,DO NOT KNOW,r6,r3,r5,r4,r2,r1,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,PARTLY YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-AHAL K-TALI P-SKRA,AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,VERY INSECURE,E-OPENDED K-P 1980S,E-SDTE K-O/E P-PLO,P-OPENDED,1,2,1.5,0,2,2,2,2,4,3,3,3,4,3.5,familial|tribal|local,islamic world,0,1,1,0,0,0,0,2,4,3,0,0,0,arab unity,4,3,3,0,0,0,0,1,3,1,1,0,1,4,2,1,1.5,2.6,3,1,3.5,3.3333333333333335
